S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-11,S-12,S-13,S-15,S-16,S-17,S-18,S-19,Average,Variance,Zone 1,Zone 2,Zone 3,Zone 4
30,189,0,0,36,9,36,0,0,18,84,0,9,9,33,0,0,0,25.166666666666668,2029.1388888888875,23.333333333333336,0.0,16.0,31.5
48,18,9,0,45,33,9,63,21,9,21,0,9,33,66,0,0,0,21.333333333333332,453.888888888889,22.0952380952381,0.0,17.0,50.0
18,39,18,18,27,33,9,60,9,9,0,0,9,42,75,9,0,0,20.833333333333332,438.4722222222222,21.285714285714285,44.0,33.0,37.5
18,63,18,18,39,0,45,18,9,18,9,0,0,9,42,9,0,0,17.5,317.25,22.5,37.0,16.0,41.5
27,123,0,39,39,9,45,18,4,18,18,0,18,78,0,0,0,0,24.22222222222222,991.1728395061729,20.11904761904762,13.0,36.0,12.5
51,90,0,18,0,9,45,9,0,24,18,0,9,21,9,0,0,0,16.833333333333332,534.138888888889,21.88095238095238,9.0,36.0,14.0
531,57,9,38814,1530,30,31,9,0,0,18,0,0,21,0,0,0,9,2281.0555555555557,78638761.94135794,107.80952380952378,13355.0,13.0,744.5
1152,66,9,302,87,21,18,13,0,0,9,0,0,0,0,0,0,18,94.16666666666667,70668.91666666657,81.83333333333334,5760.666666666667,7.0,2797.5
612,147,18,49527,282,0,9,9,9,18,0,0,27,0,0,18,0,9,2815.8333333333335,128371162.13888891,97.52380952380952,45254.666666666664,0.0,242.0
2565,147,4299,51468,384,30,0,9,9,0,0,0,27,21,9,18,0,0,3277.0,137827235.0,196.78571428571428,40432.666666666664,16.0,1820.5
1455,0,39,25815,45,12237,9,30,4,0,0,0,0,21,9,0,0,0,2203.5555555555557,40604369.802469105,114.2142857142857,37046.666666666664,4085.0,1669.5
5883,135,1656,60543,18,4350,9,60,9,9,0,0,0,0,0,0,0,0,4037.3333333333335,190463926.5555557,230.90476190476193,48054.0,1561.0,3932.0
3138,135,3876,54888,348,38142,18,60,9,174,15,0,9,30,9,9,0,42,5605.666666666667,218162716.22222215,166.33333333333331,29903.0,17774.0,2011.5
1308,33,597,16095,2139,29298,117,45,171,852,216,0,9,39,0,9,0,51,2832.1666666666665,54472571.472222224,175.04761904761907,12100.0,21302.0,3013.5
207,9,2895,11985,162,13254,279,39,1005,1245,591,0,27,9,9,0,0,18,1763.0,15266767.0,187.16666666666666,9268.0,12654.0,3612.5
360,18,2784,3651,132,8922,555,48,1005,771,624,0,36,9,27,0,0,9,1052.8333333333333,4621333.472222221,209.0952380952381,6189.0,11846.0,1946.0
1149,9,1884,2931,156,8418,366,81,906,771,561,0,9,81,36,0,0,0,964.3333333333334,3860395.222222221,267.5476190476191,2362.0,9262.0,1070.5
1221,9,1077,2211,978,4626,366,81,675,742,561,0,9,93,48,0,0,21,706.5555555555555,1243481.1358024683,281.4047619047619,1490.0,4542.0,919.0
453,27,966,1575,555,3546,375,81,675,633,487,0,63,153,81,147,0,21,546.5555555555555,690083.5802469134,321.3809523809524,1274.0,3630.0,860.5
1344,129,873,744,639,2802,348,64,564,753,618,0,63,243,99,72,0,0,519.7222222222222,444799.86728395044,377.69047619047615,701.0,2186.0,807.0
924,129,630,405,627,1686,324,48,549,603,504,0,190,162,48,48,0,21,383.22222222222223,173183.28395061733,331.38095238095235,400.0,1498.0,691.0
585,186,483,459,690,1254,237,69,549,852,423,0,378,276,36,30,0,21,362.6666666666667,110598.88888888885,323.9761904761905,419.0,1454.0,616.5
552,567,447,480,732,1290,189,90,535,852,462,0,366,267,60,9,0,0,383.22222222222223,116176.6172839506,310.26190476190476,433.0,1174.0,560.0
669,369,393,378,777,750,189,213,465,777,462,0,648,267,51,108,0,9,362.5,72333.25,316.4523809523809,353.0,739.0,457.0
645,813,240,282,861,606,288,213,465,561,484,0,618,285,60,117,0,9,363.72222222222223,73078.86728395062,333.5,364.0,588.0,547.0
528,462,276,174,375,546,390,240,465,489,531,0,618,306,114,78,0,0,310.6666666666667,41212.22222222222,308.5476190476191,404.0,611.0,391.5
486,498,315,312,597,438,390,243,465,504,333,0,555,273,144,78,0,9,313.3333333333333,36864.22222222222,297.07142857142856,341.0,486.0,484.0
420,522,294,204,438,378,330,486,465,369,192,0,435,354,45,237,0,9,287.6666666666667,29404.888888888894,280.0238095238095,306.0,487.0,410.5
432,477,345,441,285,252,171,561,465,369,357,0,429,531,69,276,0,9,303.8333333333333,32307.805555555555,284.90476190476187,352.0,396.0,391.0
417,318,315,354,384,204,171,480,483,408,357,0,264,387,141,225,0,0,272.6666666666667,23732.888888888894,264.2857142857143,278.0,409.0,385.5
342,198,558,195,291,294,381,480,483,297,429,0,222,285,96,243,0,21,267.5,26054.25,241.09523809523807,181.0,412.0,419.5
444,303,525,174,465,105,387,340,475,387,495,0,222,276,63,213,0,0,270.77777777777777,31272.839506172833,249.02380952380955,217.0,295.0,376.5
228,177,462,150,546,69,216,201,324,330,399,0,291,588,69,135,0,0,232.5,31259.25,242.45238095238093,192.0,364.0,421.5
432,78,285,111,423,282,198,351,324,240,312,0,393,552,117,111,0,9,234.33333333333334,25769.888888888894,239.4761904761905,157.0,351.0,379.5
603,189,339,168,393,243,237,288,243,240,195,0,306,249,162,93,0,18,220.33333333333334,20376.222222222223,235.33333333333331,163.0,355.0,366.0
606,333,309,591,483,405,237,213,174,309,195,0,399,375,114,66,0,18,268.1666666666667,33810.1388888889,228.9047619047619,351.0,479.0,384.5
876,159,165,261,522,312,360,213,174,342,181,0,357,363,153,195,0,9,257.8888888888889,40911.87654320985,230.54761904761907,256.0,357.0,367.5
585,237,267,294,381,237,162,343,217,303,210,0,357,306,234,186,0,9,240.44444444444446,19678.58024691358,215.28571428571428,215.0,266.0,375.5
411,183,246,150,165,339,171,201,114,225,78,0,310,357,108,138,0,72,181.55555555555554,12946.469135802468,193.97619047619045,152.0,318.0,261.5
561,231,228,108,153,426,72,306,114,165,159,0,330,495,126,321,0,63,214.33333333333334,25047.222222222223,206.64285714285714,140.0,416.0,207.5
426,105,204,81,165,336,126,393,108,165,195,0,282,375,150,252,0,0,186.83333333333334,16992.80555555555,208.71428571428572,150.0,330.0,199.5
279,192,201,339,147,270,126,204,132,229,195,0,408,339,69,78,0,21,179.38888888888889,13519.015432098764,188.59523809523807,208.0,232.0,156.0
324,159,192,246,138,273,201,204,132,288,268,0,315,321,48,27,0,63,177.72222222222223,12008.533950617284,171.4047619047619,227.0,239.0,179.5
387,324,273,126,270,150,381,292,135,192,189,0,315,369,39,156,0,42,202.22222222222223,16039.061728395058,197.07142857142858,144.0,226.0,234.0
312,345,75,117,183,183,303,246,153,69,93,0,289,390,27,165,0,0,163.88888888888889,15105.987654320988,163.26190476190476,87.0,225.0,176.5
312,186,114,75,183,216,225,321,153,252,123,0,252,174,18,138,0,0,152.33333333333334,10103.555555555553,160.0,53.0,302.0,254.5
207,96,213,237,315,408,117,297,127,252,54,0,135,108,87,105,0,0,153.22222222222223,12757.506172839503,151.28571428571428,122.0,312.0,234.5
225,195,63,279,393,267,117,159,120,261,54,0,165,276,192,57,0,0,156.83333333333334,12298.805555555551,140.23809523809524,148.0,215.0,211.5
300,324,81,51,333,114,157,159,120,183,94,0,102,273,114,36,0,0,135.61111111111111,11270.90432098765,146.78571428571428,72.0,165.0,238.5
465,186,192,30,54,162,174,205,84,36,159,0,102,300,72,93,0,0,128.55555555555554,13357.69135802469,140.47619047619045,118.0,139.0,207.5
507,123,183,42,258,180,183,267,39,69,75,0,124,429,60,102,0,0,146.72222222222223,19389.31172839506,121.30952380952381,130.0,175.0,207.0
255,171,129,303,369,126,108,324,39,51,21,0,90,345,9,84,0,0,134.66666666666666,15765.888888888894,122.23809523809526,175.0,210.0,185.5
225,213,225,123,255,165,135,123,57,51,84,0,75,180,21,84,0,0,112.0,6666.0,127.02380952380953,106.0,191.0,172.5
297,219,219,165,249,261,135,306,144,111,84,0,105,102,39,45,0,0,137.83333333333334,9803.472222222224,141.71428571428572,93.0,220.0,176.5
435,243,84,54,105,93,144,306,144,135,81,0,54,168,42,48,0,0,118.66666666666667,12197.222222222224,142.88095238095238,63.0,146.0,125.5
