S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-11,S-12,S-13,S-15,S-16,S-17,S-18,S-19,Average,Variance,Zone 1,Zone 2,Zone 3,Zone 4,Zone 5
30,30,0,66,0,9,0,66,0,80,88,0,87,33,0,9,0,9,32.6,1163.5733333333333,48.0,9.75,39.333333333333336,4.5,9.0
57,18,18,42,0,18,0,48,69,111,0,0,87,9,0,9,0,0,31.8,1190.16,49.5,13.5,36.0,4.5,0.0
18,18,18,21,9,57,0,48,9,0,9,0,52,9,0,0,0,0,17.866666666666667,347.0488888888889,19.5,25.5,14.11111111111111,0.0,0.0
9,9,9,0,9,9,9,111,9,9,0,0,27,9,0,9,0,0,14.6,705.4400000000002,4.5,9.0,19.333333333333332,4.5,0.0
9,9,18,0,0,30,9,51,9,33,9,0,18,0,0,9,0,0,13.0,207.2,4.5,14.25,14.333333333333334,4.5,0.0
9,9,9,0,27,30,9,9,0,33,9,0,18,0,0,0,0,0,10.8,118.56000000000002,4.5,18.75,8.666666666666666,0.0,0.0
30,21,27,21,45,0,4,9,0,33,4,0,0,9,0,0,0,0,13.533333333333333,204.78222222222223,25.5,23.25,6.555555555555555,0.0,0.0
2319,30,102,10278,18,9,0,42,0,0,57,0,0,63,0,0,0,0,861.2,6660716.959999997,6298.5,39.75,18.0,0.0,0.0
6495,9,9,31734,2892,42,27,48,0,0,57,16,9,42,0,0,0,0,2758.6666666666665,62896808.48888889,19114.5,738.0,22.11111111111111,0.0,0.0
3642,18,9,2400,6483,33,63,69,0,21,0,33,9,9,0,0,0,30,852.6,3344097.839999999,3021.0,1635.75,22.666666666666668,0.0,30.0
420,18,114,1017,4110,2256,18,177,0,0,9,112,18,45,0,39,0,39,554.2666666666667,1242939.9288888888,718.5,1624.5,42.111111111111114,19.5,39.0
1341,153,132,957,1875,738,18,186,72,43,9,192,48,45,0,9,0,9,387.26666666666665,309921.7955555556,1149.0,724.5,68.11111111111111,4.5,9.0
690,153,174,465,16242,6702,94,186,72,86,166,255,48,0,0,0,0,0,1688.8666666666666,17788814.38222222,577.5,5817.75,100.77777777777777,0.0,0.0
333,0,222,441,7425,3186,384,132,160,117,456,318,48,18,0,0,0,0,882.6666666666666,3631015.0222222237,387.0,2708.25,181.44444444444446,0.0,0.0
1665,0,360,240,1257,16350,309,57,177,159,441,205,81,84,0,0,0,0,1425.6666666666667,16118637.022222223,952.5,4491.75,168.11111111111111,0.0,0.0
975,0,609,84,1236,3618,477,351,177,216,258,93,135,96,0,0,0,54,555.0,790478.4,529.5,1365.75,200.33333333333334,0.0,54.0
579,123,693,54,702,1854,408,1101,220,366,216,219,345,216,0,0,0,63,473.06666666666666,215206.19555555558,316.5,843.0,343.44444444444446,0.0,63.0
876,111,705,321,534,3378,408,480,360,366,216,345,399,297,0,0,0,9,586.4,599422.6399999999,598.5,1182.0,319.0,0.0,9.0
615,117,705,504,354,2742,555,480,360,484,295,289,552,534,0,0,9,0,572.4,368993.0399999998,559.5,979.5,394.3333333333333,4.5,0.0
711,324,618,387,246,1554,492,480,328,480,351,234,552,498,0,39,9,0,483.6666666666667,109982.22222222223,549.0,685.5,379.44444444444446,24.0,0.0
906,315,627,255,300,930,621,615,378,402,237,180,412,339,0,0,0,0,434.46666666666664,62885.58222222223,580.5,543.0,353.77777777777777,0.0,0.0
657,216,618,249,369,546,522,486,378,435,426,126,408,450,0,0,0,0,392.4,30263.039999999997,453.0,437.25,359.0,0.0,0.0
474,465,513,240,339,582,414,360,426,249,426,157,360,426,0,0,0,0,362.06666666666666,20706.995555555557,357.0,474.75,313.1111111111111,0.0,0.0
465,606,384,252,339,489,414,372,402,218,426,189,273,459,0,0,0,0,352.53333333333336,20372.115555555556,358.5,454.5,305.8888888888889,0.0,0.0
258,642,195,279,225,300,306,372,402,187,442,175,285,399,0,0,0,0,297.8,19996.96,268.5,340.5,285.3333333333333,0.0,0.0
249,609,285,228,420,219,216,406,298,282,243,162,285,351,0,0,0,0,283.53333333333336,16941.582222222223,238.5,383.25,249.22222222222223,0.0,0.0
258,657,339,93,369,225,162,348,195,183,108,280,259,399,0,0,0,0,258.3333333333333,22849.02222222222,175.5,397.5,214.88888888888889,0.0,0.0
366,402,183,117,264,321,210,399,195,180,237,399,174,435,0,30,0,0,258.8,14627.359999999999,241.5,292.5,247.66666666666666,15.0,0.0
309,357,318,138,192,219,228,348,213,237,228,255,213,411,0,204,0,0,244.4,9191.839999999998,223.5,271.5,237.0,102.0,0.0
246,252,234,75,132,159,228,348,240,237,228,111,174,228,0,9,0,0,192.8,6863.36,160.5,194.25,199.33333333333334,4.5,0.0
315,318,195,105,135,312,231,348,240,202,153,93,120,225,0,9,0,0,199.46666666666667,9207.715555555556,210.0,240.0,179.11111111111111,4.5,0.0
228,267,333,189,135,291,117,414,159,147,192,75,120,261,0,9,0,0,195.2,10548.56,208.5,256.5,165.0,4.5,0.0
183,360,360,81,165,195,255,366,207,171,60,87,142,309,0,9,0,0,196.06666666666666,12383.52888888889,132.0,270.0,177.44444444444446,4.5,0.0
162,243,102,63,216,156,183,309,207,150,72,99,99,150,0,0,0,0,147.4,5757.44,112.5,179.25,141.0,0.0,0.0
144,243,75,51,435,252,228,162,202,42,72,118,120,93,0,9,0,0,149.13333333333333,11338.78222222222,97.5,251.25,115.22222222222223,4.5,0.0
330,159,93,96,363,231,228,162,348,90,72,138,156,0,0,0,33,0,164.4,12517.439999999999,213.0,211.5,132.66666666666666,16.5,0.0
156,444,93,30,267,261,141,162,348,138,72,88,99,0,0,0,0,0,153.26666666666668,15138.195555555556,93.0,266.25,116.44444444444444,0.0,0.0
153,483,96,21,123,255,135,237,238,117,138,39,99,0,0,0,0,0,142.26666666666668,14533.662222222223,87.0,239.25,111.44444444444444,0.0,0.0
210,552,36,51,123,183,117,105,138,18,159,66,99,0,0,0,0,0,123.8,16996.160000000003,130.5,223.5,78.0,0.0,0.0
99,234,87,72,165,108,54,231,138,87,60,93,141,0,0,18,0,0,104.6,4473.44,85.5,148.5,89.33333333333333,9.0,0.0
66,168,99,30,144,123,45,210,84,144,39,88,57,114,0,18,33,0,94.06666666666666,3056.328888888889,48.0,133.5,86.77777777777777,25.5,0.0
84,75,87,9,189,114,45,279,9,144,39,84,189,99,0,36,33,0,96.4,5629.039999999998,46.5,116.25,98.66666666666667,34.5,0.0
69,84,36,57,180,135,49,279,9,109,39,42,177,39,0,18,0,0,86.93333333333334,5464.328888888889,63.0,108.75,82.55555555555556,9.0,0.0
39,18,36,36,45,111,81,262,49,63,42,0,177,18,0,18,0,0,65.13333333333334,4675.982222222221,37.5,52.5,76.88888888888889,9.0,0.0
81,60,108,36,45,84,111,159,42,33,51,4,112,39,0,18,0,0,64.33333333333333,1817.1555555555558,58.5,74.25,61.22222222222222,9.0,0.0
90,153,126,27,27,18,18,132,42,39,60,9,72,72,0,9,0,0,59.0,2135.6,58.5,81.0,49.333333333333336,4.5,0.0
60,60,63,18,57,9,45,165,36,30,60,13,102,105,0,0,9,0,54.86666666666667,1754.1155555555554,39.0,47.25,61.77777777777778,4.5,0.0
48,51,18,66,27,51,45,195,132,38,60,18,84,105,0,0,0,0,62.53333333333333,2345.4488888888886,57.0,36.75,75.22222222222223,0.0,0.0
90,111,30,66,18,81,36,195,132,46,49,54,132,92,0,0,0,0,75.46666666666667,2479.9822222222224,78.0,60.0,81.77777777777777,0.0,0.0
39,279,18,30,9,0,93,195,96,51,42,90,132,79,0,18,0,0,76.86666666666666,5603.982222222223,34.5,76.5,86.44444444444444,9.0,0.0
81,195,9,39,69,0,111,246,57,18,18,66,75,66,0,0,9,0,70.0,4568.0,60.0,68.25,73.0,4.5,0.0
81,48,66,27,18,30,81,255,57,9,18,42,48,33,0,0,9,9,54.2,3433.7600000000007,54.0,40.5,60.333333333333336,4.5,9.0
48,81,66,9,9,27,18,99,33,30,42,64,66,18,0,0,0,0,40.666666666666664,797.2888888888887,28.5,45.75,41.111111111111114,0.0,0.0
51,81,75,0,9,18,18,183,0,23,42,87,18,9,0,0,0,9,40.93333333333333,2275.9288888888887,25.5,45.75,42.22222222222222,0.0,9.0
18,48,57,0,57,18,31,183,0,16,21,43,9,18,0,0,0,18,34.6,1926.24,9.0,45.0,35.666666666666664,0.0,18.0
48,117,48,33,57,90,36,183,30,30,9,0,9,9,0,9,9,18,46.6,2332.6400000000003,40.5,78.0,34.0,9.0,18.0
60,159,48,42,27,90,0,108,18,21,27,21,9,18,0,9,9,9,43.2,1852.5600000000004,51.0,81.0,24.666666666666668,9.0,9.0
39,93,18,0,27,21,18,48,18,54,9,42,9,18,0,0,0,0,27.6,557.04,19.5,39.75,24.0,0.0,0.0
0,9,18,18,9,42,45,51,18,9,0,25,18,78,0,0,0,9,22.666666666666668,462.0888888888889,9.0,19.5,27.11111111111111,0.0,9.0
30,9,9,9,9,30,45,81,9,6,0,9,36,87,0,9,9,9,24.6,713.0399999999998,19.5,14.25,30.333333333333332,9.0,9.0
30,30,36,0,57,18,31,81,9,3,33,9,9,9,0,0,9,0,23.666666666666668,480.7555555555556,15.0,35.25,20.444444444444443,4.5,0.0
