S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-11,S-12,S-13,S-15,S-16,S-17,S-18,S-19,Average,Variance,Zone 1,Zone 2,Zone 3,Zone 4,Zone 5
51,18,18,0,18,0,0,55,19,9,0,0,45,27,9,0,0,9,17.933333333333334,336.72888888888883,25.5,13.5,18.22222222222222,0.0,9.0
39,87,0,0,18,9,27,30,0,9,9,0,22,18,0,0,0,0,17.866666666666667,487.0488888888888,19.5,28.5,12.777777777777779,0.0,0.0
18,96,51,21,18,39,27,69,0,9,18,0,0,0,0,0,0,0,24.4,759.44,19.5,51.0,13.666666666666666,0.0,0.0
0,96,165,0,18,30,9,69,9,9,18,0,9,30,0,0,0,0,30.8,1982.96,0.0,77.25,17.0,0.0,0.0
18,78,9,0,27,90,9,39,18,48,18,0,36,21,0,0,0,0,27.4,689.84,9.0,51.0,21.0,0.0,0.0
39,138,45,0,30,90,9,39,18,69,9,0,54,0,0,0,0,9,36.0,1455.6,19.5,75.75,22.0,0.0,9.0
9,0,54,33,2856,0,0,64,13,9,9,0,54,42,0,0,0,9,209.53333333333333,500757.7155555555,21.0,727.5,21.22222222222222,0.0,9.0
72,57,27,0,16644,0,9,51,9,9,9,0,31,33,0,0,0,0,1130.0666666666666,17192074.19555556,36.0,4182.0,16.77777777777778,0.0,0.0
174,189,9,29433,741,0,27,9,9,9,9,0,18,0,0,0,0,9,2041.8,53625587.76000002,14803.5,234.75,9.0,0.0,9.0
3057,207,18,50280,801,9,0,18,9,9,9,0,0,21,0,0,0,0,3629.2,156036208.15999997,26668.5,258.75,7.333333333333333,0.0,0.0
2148,177,69,56499,294,9,0,39,36,4,9,0,0,42,0,0,0,0,3955.0666666666666,197482660.32888886,29323.5,137.25,14.444444444444445,0.0,0.0
1083,159,150,26373,177,129,160,39,36,21,9,0,0,39,0,0,0,9,1891.6666666666667,42877212.48888889,13728.0,153.75,33.77777777777778,0.0,9.0
